,Extraction_date,Marketplace,Reference,Category,Name,Address,Size,Size_prefix,Nbr_of_rooms,Nbr_of_baths,Price,Description,URL
1430,2018-07-16T13:02:20,Tunisie-annonce TN,2826651,Maison,Joli duplex meublé à golden tulip,"Tunisie,Tunis,La Marsa,Gammart",150,m²,,,2800.0,"on met à votre disposition un joli duplex meublé à golden tulip pour la location;  composé d’un salon, salle à manger, une salle d’eau, une suite parentale et une cuisine équipée,  a l’étage on retrouve trois chambres à coucher et une salle de bain,  le duplex dispose d’un joli jardin, il est chauffé et climatisé.",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2826651
1433,2018-07-16T13:02:09,Tunisie-annonce TN,2829589,Appartement,Un jolie appart s2 à la marsa,"Tunisie,Tunis,La Marsa,Cite El Khalil",131,m²,3.0,,1100.0,"on vous propose pour la location un jolie appartement s+2 dans une résidence bien gardée à la marsa route du relais.  l’appartement se compose d’un salon salle à mangé, une cuisine équipée,    deux chambres à coucher une salle d’eau pour les invités.    il est chauffé, climatisé.",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2829589
1436,2018-07-16T13:02:03,Tunisie-annonce TN,2829597,Appartement,Un magnifique appartement s3 meublé à la marsa,"Tunisie,Tunis,La Marsa,Cite El Khalil",150,m²,4.0,,1600.0,"on vous propose pour la location à la marsa route du relais et prés de toutes commodités un magnifique s+3 meublé.  l’appartement se compose d’un salon salle à mangé, une cuisine équipée,    trois chambres à coucher une salle d’eau pour les invités.    l’appartement est meublé et dispose de tout le confort nécessaire pour y vivre.    il est chauffé, climatisé.",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2829597
1438,2018-07-16T13:02:00,Tayara TN,ef819cfc-c8ea-472a-8c84-31ddb0ac7ae0,Appartement,A Louer Studio Lux,"Ariana, Ennasr",Appartements,m²,2.0,,65.0,"a louer studio bien meublé chambre et grand salon ,sale de bain ,cuisine équipé , climatiseur ,balcon avec vue panoramique dans une residence gardé et calme 65 d/ jour",https://www.tayara.tn/listings/appartements-2/ef819cfc-c8ea-472a-8c84-31ddb0ac7ae0/a-louer-studio-lux-
1439,2018-07-16T13:01:58,Tunisie-annonce TN,2828169,Appartement,Bel appartement 4 pièces,"Tunisie,Ariana,Mnihla,Jardins d'el Menzah",120,m²,4.0,,650.0,"je mets mon bel et spacieux appartement 120 m2 à louer composé de    3 chambres dont 2 avec dressing + 1 avec placard   cuisine agencé avec placard   salle de bain    couloir   balcon   séchoir   chauffage central   3 climatiseurs  situé sur la route de géant ( à 5 mn ) derrière station olibya , cité calme et bon voisinage gardé jour et nuit et avec place voiture indépendante.  aussi à 5 mn de monoprix  disponible de suite  convient à ceux qui travaillent aux alentours ( géant, bizerte etc)",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2828169
1441,2018-07-16T13:01:52,Tunisie-annonce TN,2773602,Appartement,Appartement  meuble,"Tunisie,Mahdia,Mahdia,Mahdia",89,m²,2.0,,450.0,"appartement haut standing dans la résidence paris avec gardien jour et nuit, immeuble neuf, au 4 étage avec ascenseur a carte et porte d’entre avec code, immeuble bien sécurisé. appartement bien meublé et équipé, tout est neuf, pied dans l'eau (20m), en plein zone touristique animé et accueillant: discothèques, café, superettes, boulangerie, banque, restaurants, boutiques, shopping ,   face à une très belle plage de sable fin , ce grand appartement climatisé de 89m² vous offrira un confore et un calme pour bien relaxer , magnifique plage. appartement clair et bien en solier,   tout confort avec climatiseur dans toutes les pièces, chauffage centrale,     transport: gare sncft liaison direct avec l'aéroport de monastir (15min) à pied.    du lundi 04 juin au dimanche 01 juillet  la semaine à 750 dt   du lundi 02 juillet au lundi 30 juillet la semaine à 850 dt  du lundi 30 juillet au lundi 03 septembre la semaine à 850 dt  du lundi 03 septembre au lundi 17 septembre la semaine à 650 dt   du lundi 17 septembre au lundi 01 octobre 550 dt ou par jour 80 dt  du lundi 01 octobre 2018 au vendredi 31 mais 2019 (c’est l’année scolaire) le mois à 450 ou par jour à 80dt  gsm : 20269109 med",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2773602
1443,2018-07-16T13:01:44,Tunisie-annonce TN,2784656,Appartement,Un appartement meuble a gammarth ref al2981,"Tunisie,Tunis,La Marsa,Gammart",1,m²,3.0,,2800.0,"la croisette agence immobilière à la marsa vous propose ref al2981 à louer un appartement s+2 entièrement meublé sis à gammarth situe sur une colline surplombant toute la vue de la cote de gammarth.  il comprend un salon, une salle à manger, une cuisine équipée, une salle de bain, une salle de douche et deux chambres à coucher.  l’appartement bénéficie d’une place parking, et un ascenseur permettant de bénéficier du toit en guise de terrasse.",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2784656
1445,2018-07-16T13:01:41,Tunisie-annonce TN,2784639,Maison,Une villa jumelee  a gammarth ref vl890,"Tunisie,Tunis,La Marsa,Gammart",1,m²,,,5000.0,"la croisette agence immobilière à la marsa vous propose ref vl890 a louer une villa jumelée s+4 avec piscine et jardin sise à gammarth.  au rez-de-chaussée, il y a un salon, une salle à manger qui donnent sur le jardin et la piscine, une cuisine équipé avec terrasse, et une salle d’eau.  au premier étage, on trouve une suite parentale avec balcon, deux chambres à coucher avec salle de bain commune et d’un espace vie.",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2784639
1447,2018-07-16T13:01:35,Tayara TN,ef4d182f-1025-4a59-8b47-94d6ae484ed5,Appartement,Appartement S3 Avec Vue,"Ariana, Ariana Ville",Appartements,m²,4.0,,1300.0,"Appartement S3 avec vue un appartement s plus 3 se situe dans une résidence en face do carrfeur l'appartement se compose d'un salon salle à manger, avec chauffage central , climatisation , une salle de bain et une salle d'eau ,dressings , une cuisine équipée avec séchoir, et balcons., place parking pour plus d'information, contacter mme Samira 97444795",https://www.tayara.tn/listings/appartements-2/ef4d182f-1025-4a59-8b47-94d6ae484ed5/-appartement-s3-avec-vue
1448,2018-07-16T13:01:33,Tunisie-annonce TN,2831736,Appartement,Maison a cite ibn khaldoun,"Tunisie,Tunis,El Omrane Superieur,Cite Ibn Khaldoun I",108,m²,4.0,,500.0,un appartement situe a cite ibn khaldoun compose de s+3 avec cuisine equipe et gaz de ville au 2em etage en face station metro 3 tel 22382139,http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2831736
1450,2018-07-16T13:01:29,Tayara TN,ef242e39-7290-41e2-bbbe-a5eae62006c0,Appartement,Etage Villa S+2 Prés Carrefour Express Parc Soukra,"Ariana, La Soukra",Appartements,m²,2.0,,750.0,"On met en location un étage de villa s+2 pour couple, prés de carrefour express, parc soukra, dans un quartier chic et très calmes. il se compose d’un salon lumineux, une cuisine est équipée d'une plaque, hotte aspirante et des éléments de rangement, elle est complétée par un séchoir. la partie nuit dessert deux chambres à coucher avec 2 dressings, chacune qui se partagent une salle de bain commune. l'appartement est équipé avec chauffage central installé dans toutes les pièces. n'hésitez pas à nous contacter au 58 28 20 28.",https://www.tayara.tn/listings/appartements-2/ef242e39-7290-41e2-bbbe-a5eae62006c0/etage-villa-s+2-prés-carrefour-express-parc-soukra
1452,2018-07-16T13:01:25,Tunisie-annonce TN,2830126,Appartement,Spacieux  rez de jardin,"Tunisie,Ariana,Mnihla,Jardins d'el Menzah",140,m²,3.0,,670.0,"particulier loue un rez-de-jardin d'une villa , un s+2 , situé à 100 m de monoprix des jardins d'el menzah 2, composé d'un très grand salon salle à manger, 2 chambres à coucher avec placards, une grande cuisine avec placard et éléments, installations pour lave-linge et lave-vaisselles , salle de bain avec baignoire  , chauffage central   loyer : 670 dt / mois   pour toutes autres informations , veuillez appeler le  98 250126",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2830126
1453,2018-07-16T13:01:24,Tayara TN,eef94c5a-2451-4d36-a8bb-49622e6c683f,Appartement,Studio Meublee A Bardo,"Tunis, Le Bardo",Appartements,m²,2.0,,500.0,2 chambres salle de bains et cuisine.cartier calme.tel.20812160,https://www.tayara.tn/listings/appartements-2/eef94c5a-2451-4d36-a8bb-49622e6c683f/studio-meublee-a-bardo
1455,2018-07-16T13:01:21,Tunisie-annonce TN,2831735,Appartement,Loue appartement,"Tunisie,Sousse,Akouda,Akouda",120,m²,4.0,,450.0,"appartement haut standing ,belles prestations dans un immeuble récent et très agréable . accès facile aux commerces et les transports sur route de sousse.location exclusive a couple marié avec ou sans enfants.",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2831735
1456,2018-07-16T13:01:16,Tunisie-annonce TN,830770,Appartement,Joli studio meublé a cite wahat,"Tunisie,Tunis,La Marsa,El Aouina",35,m²,1.0,,350.0,"a louer un studio au rez de chaussée bien meublé et climatisé dans une résidence calme bien gardée composé de:  une chambre,  une cuisine bien equipee,  une salle de bain  climatiseur chaud froid  micro-onde  refregerateur  machine lavante séchante.  tv avec parabole toute les chaines..   porte de la résidence codée.  avec place parking a commande sans fil      emplacement extraordinaire a 2 mn du lac 2 a 5 mn de carrefour a 3 mn de soukra et a 10 mn de gammart et marsa .  a 2 min de clinique soukra    350 d / semaine  minimium de location 3 nuit (60 d / nuit ).",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=830770
1458,2018-07-16T13:01:11,Tunisie-annonce TN,2813327,Maison,Une belle villa au lac2 vlz877,"Tunisie,Tunis,La Marsa,Berge Du Lac",900,m²,,,7500.0,"la croisette immobilière vous propose   ref:vlz877  a louer une villa moderne bâtie sur un terrain de 763m² (vide ou meublé ), érigée sur trois niveaux, située dans un quartier résidentiel au lac 2. la villa se compose comme suit: au rez-de-chaussée: un salon spacieux, une salle à manger, une cuisine américaine agencée entièrement équipée donnant sur le jardin, une salle d’eau invités, et une suite parentale avec dressing et salle de bain. a l’étage, une deuxième suite avec dressing et salle d’eau avec douche (jacuzzi), deux chambres à coucher dont une ouvrant sur une grande terrasse, et une salle d’eau avec douche (jacuzzi). le sous-sol est aménagé et comprend un garage qui peut abriter jusqu’à 4 voitures, deux grands débarras, une deuxième cuisine aménagée, entièrement équipée, deux chambres de service partageant une salle d’eau avec douche. l’extérieur est entouré d’un joli jardin et complété par un loge gardien.  possibilité vide : 6500dt",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2813327
1459,2018-07-16T13:01:08,Tunisie-annonce TN,2823667,Maison,Maison pres de geant,"Tunisie,Ariana,Mnihla,Cite Ali Bourguiba",120,m²,,,300.0,"située à la route de bizerte (5min près de oilibya et 10min à géant par voiture), prés d'une école primaire, autre privée et un collège, à louer une maison d'espace couverte de 120m² composé par 2 chambres et une salle spacieuse.    une cuisine comporte un chauffe-eau (et possibilité d'installation du gaz de ville à la demande) et un grand étagère et une salle de bain .    deux halls non couvertes à l'entrée et derrière la maison.    toutes les fenêtres sont équipées par du fer forgé ainsi que la porte d'entrée.    (les photos ont été prises lors de la phase de peinture)",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2823667
1461,2018-07-16T13:01:04,Tunisie-annonce TN,2822943,Maison,Étage de villa,"Tunisie,Ariana,Ariana Ville,Ariana",90,m²,,,700.0,"belle étage de villa s+2 compose de deux chambres dont lune avec placard une  cuisine équipé avec un séchoir,un balcon et un garage avec abri voiture.une entrée indépendante le local et situe dans un cartier calme prés de toute commodité (hôpital mahmoud el matri,magasin aziza,boulangerie,pâtisserie,centre médicale,banque attijari)",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2822943
1465,2018-07-16T13:00:57,Tunisie-annonce TN,2817169,Appartement,Apprt s plus 2 hammamet bochra,"Tunisie,Nabeul,Hammamet,Hammamet",100,m²,3.0,,700.0,apprt.s+2 au 3ieme étage avec parking privée a 7 minutes a pied de la plage bien équipée zone miramar hammamet.,http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2817169
1467,2018-07-16T13:00:50,Tunisie-annonce TN,2797637,Appartement,Al un bureau situé au lac 1,"Tunisie,Tunis,La Marsa,Berge Du Lac",140,m²,3.0,,1200.0,a louer un bureau au lac 1 au 1er étage dans une résidence bureautique pour une superficie de 140m² et qui se compose de 3 pièces et un salle d'eau.  prix: 1200 tnd y compris les frais de syndique et une place parking.  tel: 41 16 80 83 (agence idéal immobilier),http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2797637
1469,2018-07-16T13:00:46,Tunisie-annonce TN,2818946,Maison,Etage de villa luxe quartier calme innatendu,"Tunisie,Ariana,Mnihla,Mnihla",164,m²,,,750.0,"joli etage de villa compose d un grand salon, salle a manger, suite parentale avec salle d eau et douche,une 2 eme piece et une salle de bain avec jacuzzi et une cuisne installee. le tout equipe de placards ,de chauffage central et pre -installation climatseur ,satellite et internet.  le local est pres de toutes commodites geant ennaser et  les jardins d el menzah",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2818946
1471,2018-07-16T13:00:41,Tunisie-annonce TN,2578496,Maison,Villa a ennasr 2 wb562,"Tunisie,Ariana,Ariana Ville,Cite Ennasr 2",400,m²,,,2500.0,"a louer pour 2500 dt par mois a ennasr 2 une charmante villa sur 2 niveaux (400m) avec 2 grands ssm , 2 suites et 2 autres cc , chauffage central , garage , jardin (wb562)",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2578496
1472,2018-07-16T13:00:37,Tunisie-annonce TN,2768312,Appartement,Un etage de  villa  a la marsa ref al2956,"Tunisie,Tunis,La Marsa,Marsa Safsaf",,m²,3.0,,1500.0,"ref al2956  a louer un étage de  villa  s+3  sis à la marsa .  il est composé d'un salon , une cuisine, trois chambres à coucher et une salle de bain.l'étage est doté d'une climatisation et d'un chauffage central.",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2768312
1474,2018-07-16T13:00:33,Tunisie-annonce TN,2820088,Appartement,Dar a hammamet pour toute l anné,"Tunisie,Nabeul,Hammamet,Hammamet",150,m²,5.0,,400.0,"particulier loue maison a hammamet pour toute l année se compose de 3 chambres bien orienté+salon+douche +cuisine gaz de ville,terrasse ,garage de voiture,proche de toutes commandites écoles,collège  hedi weli a coté batam  ,prés de souk el khemis ,a 10 min du-centre ville et plage d hammamet accès sur autoroute 50klm de tunis et 12 klm a nabeul,disponible a partir début septembre,pour plus de détailles tel ou viber",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2820088
1477,2018-07-16T13:00:27,Tunisie-annonce TN,2720569,Appartement,S plus 3 a el manzah 7 wb769,"Tunisie,Ariana,Ariana Ville,El Menzah 7",120,m²,4.0,,940.0,"a louer a el manzah 7 pour 940 dt par mois un s plus 3 (120m) avec chauffage central , climatisation , une salle de bain et une salle d'eau , parking , placards (wb769)",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2720569
1479,2018-07-16T13:00:19,Tunisie-annonce TN,2747697,Appartement,Un duplex avec jardin ref al2923,"Tunisie,Tunis,La Marsa,Berge Du Lac",,m²,4.0,,2500.0,"la croisette agence immobilière à la marsa vous propose ref al2923 à louer un duplex s+3 avec jardin dans une cité gardée sis au lac1.  le rez-de-chaussée est composé d'un grand salon, d'une salle à manger, d'une salle d'eau et d'une cuisine équipée avec une grande terrasse.  a l'étage, on trouve une suite parentale, deux chambres à coucher et une salle de bain.  le duplex est doté d'un chauffage central et de la climatisation.",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2747697
1481,2018-07-16T13:00:12,Tunisie-annonce TN,2652949,Appartement,Un appartement meublé ref al2524,"Tunisie,Tunis,Ain Zaghouan,Ain Zaghouan",,m²,3.0,,1300.0,"la croisette agence immobilière à la marsa vous propose :  a louer un appartement meublé situé dans une résidence à ain zaghouan nord. la partie jour se compose d'un salon ouvert sur un balcon, d'une cuisine équipée avec séchoir ainsi que d'une salle d'eau pour invités. la partie nuit comprend trois chambres à coucher partageant une salle de bain.  cet appartement est équipé de climatisation et du chauffage central. il dispose également d'une place de parking au sous-sol.",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2652949
1484,2018-07-16T13:00:06,Tunisie-annonce TN,2744892,Maison,Al open space au lac 3,"Tunisie,Tunis,El Kram,Le Kram Est",330,m²,,,3200.0,a louer open space situé au 1er étage d'une résidence bureautique au lac 3 (zone industrielle kram)  superficie : 330m2   loyer : 3200d / mois   tel: 53540819 (agence ideal immobilier),http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2744892
1486,2018-07-16T13:00:05,Tunisie-annonce TN,2682384,Maison,Une  maison avec piscine et jardin ref  vl 803,"Tunisie,Tunis,Carthage,Cartage Byrsa",,m²,,,2800.0,"la croisette immobilière met à votre disposition en location ref vl803  une maison avec piscine à carthage port punique composée au rez-de-chaussée d’un salon, deux chambres,deux salles d’eau,et d’une cuisine.a l’étage vous trouvez une suite parentale, un séjour, une chambre à coucher, et deux salles de bain ,et à l’extérieur une piscine, un jardin, ainsi qu’une chambre de gardien.  la villa est chauffée et climatisée",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2682384
1489,2018-07-16T12:59:56,Tunisie-annonce TN,1096854,Appartement,Haut standing meublé,"Tunisie,Nabeul,Hammamet,Zone Hoteliere",70,m²,2.0,,450.0,"s+1 haut standing, 2 piscines communes, clims, chauff central, très bien meublé (parabole, mach à laver ...), 150m de la superbe plage hammamet nord, zone touristique, résidence sécurisée. proche de toutes commodités, juste à coté de la fac, , à louer jusqu'au 30 juin",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=1096854
1490,2018-07-16T12:59:55,Tunisie-annonce TN,2761827,Appartement,Appartement a ne pas rater,"Tunisie,Tunis,Carthage,Cite Mohamed Ali",120,m²,4.0,,780.0,"a louer, un appartement spacieux s+3 bien orienté, composé d'un bloc de nuit qui comporte trois chambres à coucher et une salle de bain, et un bloc du jour composé d’un  salon lumineux et une salle à manger avec balcon, d'un salle d'eau et une cuisine équipée (plaque +haute de cuisine+ éléments de rangements ) avec séchoir. l'appartement est bien ensoleillé et contient deux climatiseurs et chauffage central installé dans toutes les pièces . la résidence est gardée jour et nuit avec ascenseur et elle est près de toutes les commodités.",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2761827
1495,2018-07-16T12:59:34,Tunisie-annonce TN,2384043,Appartement,Un joli duplex vue sur mer à gammarth ref al1759,"Tunisie,Tunis,La Marsa,Gammart",,m²,3.0,,2500.0,"la croisette agence immobilière à la marsa vous propose:  ref:al1759  a louer un joli duplex avec une vue sur mer à gmmarth,marina. il est composé d’un salon,salle d’eau invités,une cuisine avec séchoir,une suite parentale, une chambre à coucher et une salle de bain.  il dispose d’une terrasse et un jardin.  le duplex est équipé de chauffage central et climatiseurs.",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2384043
1497,2018-07-16T12:59:31,Tunisie-annonce TN,1160924,Appartement,Joli appart à 100 m de la plage,"Tunisie,Nabeul,Beni Khiar,Beni Khiar",76,m²,2.0,,1000.0,"joli appart  (année 2013) à jinène beni khiar (résidence sable argenté). grand salon/salle à manger + chambre à coucher. appart meublé,  bien équipé, climatisé, avec vaste terrasse vitrée pouvant servir comme chambre supplémentaire, vue sur piscine. situé à 100 m de la plage à pied, prix: 1000 d la semaine(du mois de juin au mois de septembre)",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=1160924
1500,2018-07-16T12:59:27,Tunisie-annonce TN,2740037,Appartement,Un appartement aux jardins de carthage ref al2902,"Tunisie,Tunis,Ain Zaghouan,Jardins de Carthage",,m²,3.0,,1200.0,"la croisette agence immobilière à la marsa vous propose ref al2902 à louer un appartement s+2 au 2éme étage sis aux jardins de carthage. il est composé d'un salon avec balcon, une cuisine équipée américaine, deux chambres à coucher avec dressing, une salle de bain et une salle d'eau. l'appartement doté d'une place parking, d'un chauffage central et de la climatisation.",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2740037
1504,2018-07-16T12:59:19,Tayara TN,ee049058-94f2-47f0-9765-f05b6db0aa0e,Appartement,Studio Pour Enseigner,"Tunis, El Kabaria",Appartements,m²,2.0,,0.0,"STUDIO A WARDIA 4. DEUX PIÈCES CUISINE ET WC profitez mes chers instituteurs et institutrices d'un espace spacieux et aéré pour donner des cours supplémentaires à vos élèves. il s'agit d'un studio de 2 pièces, wc et cuisine situé à El Wardia 4, Tunis, tout prés du collège, école Kabaria 4 et lycée Bouhjar. aussi près du cabinet Dr Aweyeb, et derrière la municipalité. veuillez contacter 25462414. ou 97427088.",https://www.tayara.tn/listings/appartements-2/ee049058-94f2-47f0-9765-f05b6db0aa0e/studio-pour-enseigner
1505,2018-07-16T12:59:17,Tunisie-annonce TN,2819481,Maison,Maison s plus 2 meublée climatisée pour étudiants,"Tunisie,Bizerte,Bizerte Nord,Cite Hassen Nouri",90,m²,,,440.0,"maison rez de chaussée indépendante; neuve s+2 meublée climatisée,située sur mér à 3 mn du centre ville dans un endroit calme  sécurisée avec gardien et berger allemand + parking   location à partir du 01/09/2018 pour étudiants ou autres",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2819481
1506,2018-07-16T12:59:16,Tunisie-annonce TN,2766148,Appartement,Un appartement neuf vue lac ref al2951,"Tunisie,Tunis,La Marsa,Berge Du Lac",,m²,3.0,,2000.0,"la croisette agence immobilière à la marsa vous propose ref al2951 à louer un appartement neuf s+2 vue sur lac au 3éme étage dans une résidence sis au lac 2 composé d'un salon avec balcon, une suite parentale, une chambre à coucher, une salle de bain et une cuisine équipée avec hotte, plaque et four.  l'appartement dispose d'un chauffage central, de climatiseurs et d'une place parking.",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2766148
1509,2018-07-16T12:58:57,Tayara TN,edd66346-4d93-48b8-b673-993447e87459,Appartement,Un Appart 2 Pieces El Kantaoui,"Sousse, Kantaoui",Appartements,m²,2.0,,100.0,"luxueux appart haut standing meublé avec toute commodité: tv,recepteur ,climatiseur,salle de bain ,toilette séparée ,chaudière electrique. -( cuisine equipé :frigidaire ,petit matériel,plaque chauffante)1 pièce:avec deux lits -avec salon dont trois fauteuis transfomable en lits . au bord d'une piscine et a coté d'une fontaine musicale à 50 mètres de la plage dans une zone calme et surveillée .avec carte de piscine et carte parking tarifs : par jour :100d/j juillet :1000d/semaine aout :1000d/semaine septembre:500d/semaine conta c ter directement le proprietaire:ou 98 287 741 ou 24 287 741",https://www.tayara.tn/listings/appartements-2/edd66346-4d93-48b8-b673-993447e87459/un-appart-2-pieces-el-kantaoui
1511,2018-07-16T12:58:56,Tunisie-annonce TN,2808667,Appartement,Appartement 2p à montplaisir,"Tunisie,Tunis,Cite El Khadra,Kheireddine Pacha",70,m²,2.0,,550.0,a louer appartement de 2p sd cui loyer 550d contacter agence bouhouch au 98234531,http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2808667
1513,2018-07-16T12:58:51,Tunisie-annonce TN,2825803,Appartement,Un etage de villa a la marsa ref al3027,"Tunisie,Tunis,La Marsa,Marsa Ennassim",1,m²,2.0,,1100.0,"la croisette immobilière propose à la location un étage de villa à la marsa cité les pins.  il est composé d'un salon, salle à manger, deux chambres à coucher avec placards, une salle de bain , une petite cuisine et deux balcons.  l'étage comporte aussi une entrée de voiture.  pour plus d'informations veuillez nous contacter au 58.603.608",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2825803
1515,2018-07-16T12:58:47,Tunisie-annonce TN,2388052,Appartement,Un bel appartement s4 al1776,"Tunisie,Tunis,La Marsa,Cite El Khalil",,m²,5.0,,2200.0,"la croisette:agence immobilière à la marsa vous propose  al1776  a louer un bel appartement haut standing à la marsa composé d'un salon avec une grande terrasse,une salle d'eau ,une cuisine équipée,une suite parentale,trois chambres à coucher et une salle de bain.  il est équipé de chauffage central et climatiseurs.  il dispose aussi d'une place de parking en sous-sol et un cellier.",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2388052
1517,2018-07-16T12:58:41,Tunisie-annonce TN,2660575,Appartement,Une belle villa tres haut standing  ref vl790,"Tunisie,Tunis,La Marsa,Gammart",1,m²,5.0,,5000.0,"la croisette agence immobilière à la marsa vous propose :   ref vl790  a louer une villa très haut standing avec piscine elle se compose :  au rdc: d’un grand salon avec une baie vitrée menant sur un jardin et une belle piscine, une cuisine à l’américaine équipée, salle d’eau pour invitées, et une chambre à coucher.  a l’étage : on trouve deux chambres à coucher partageant une salle de bain commune et une suite parentale dont une salle d’eau.  la villa dispose un abri pour cinq voitures.  elle dispose aussi un climatiseur en split et un chauffage central.",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2660575
1519,2018-07-16T12:58:37,Tunisie-annonce TN,2786351,Maison,Une très belle villa ref vl901,"Tunisie,Tunis,Carthage,Carthage",,m²,,,5000.0,"la croisette agence immobiliere la marsa vous propose ref vl901 à louer une très belle villa s+3 plain pied sise à carthage.  elle est composée de trois chambres à coucher, une salle de bain, une salle de douche, une cuisine équipée et moderne, une piscine, un jardin et une terrasse.",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2786351
1522,2018-07-16T12:58:27,Tunisie-annonce TN,2808582,Maison,Un étage de villa haut standing à la soukra,"Tunisie,Ariana,La Soukra,La Soukra",210,m²,,,2500.0,"réf: sl008  on met à votre disposition la location d'un superbe étage de villa de très haut standing jamais habité au premier étage d'une agréable villa avec une entrée indépendante,situé dans un quartier calme et gardé à la soukra.    on y trouve un spacieux salon lumineux qui donne accès à une belle et très grande terrasse offrant une splendide vue sur la piscine, une cuisine moderne bien aménagée et équipée de plaque, hotte, four avec séchoir, une salle d'eau pour les visiteurs, une chambre de service, 03 chambres à coucher avec dressing et une salle de bain.  l'étage est équipée de chauffage central, climatiseurs et une place parking.   loyer mensuel : 2500 dt.   pour plus d'informations veuillez nous contacter:    tel: 20 777 057    fixe: 36 176 777    soukra négoce.",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2808582
1524,2018-07-16T12:58:20,Tunisie-annonce TN,2788553,Maison,Villa de haut standing avec beau jardin,"Tunisie,Tunis,La Marsa,Gammart",295,m²,,,3650.0,"salon, cuisine, trois salle de bain, trois chambres a coucher, dépendance, garage,",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2788553
1525,2018-07-16T12:58:14,Tunisie-annonce TN,2624740,Appartement,Etage de villa meuble a marsa ennassim,"Tunisie,Tunis,La Marsa,Marsa Ennassim",1,m²,4.0,,2500.0,"la croisette agence immobilière à la marsa vous propose:  ref al1397  a louer un étage de villa meublé dans un quartier calme et proche de toutes les commodités à la marsa.  l’étage comprend un salon, un séjour, une salle à manger, une cuisine et une salle de douche complétant la partie jour. la partie nuit composée de trois chambres à coucher partageant une salle de bain  il bénéficie d’un air chauffé et climatisé, il dispose également d’une terrasse et un garage",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2624740
1527,2018-07-16T12:58:12,Tunisie-annonce TN,2808765,Maison,Villa tres haut standing,"Tunisie,Tunis,La Marsa,Marsa Safsaf",400,m²,,,7000.0,"grand salon, salle a manger, séjour, coin bureau, une salle d'eau invité, une belle cuisine, petite dépendance, une très belle suite parentale, avec dressing, et salle de bain, une deuxième suite invité, deux chambres enfants avec dresing et salle de douche, alarme, garage, belle piscine,",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2808765
